,review_id,user_id,business_id,stars,useful,funny,cool,text,date
10,bG5-i9d1zVjNUceCp0xpVA,CQegiPsR78frsX02RBIyWA,sc9GaupuocNSScOm0J88aA,4,0,0,1,"I grew up near here and now live in another province. Each time I come to Toronto I eat there with my son or my friend. The food is amazing but each time we order two laffas, always the laffa, don't bother with the pita, we regret it because it is so much food, one is enough for two normal people. 
To address the service, it is fine. I like the people behind the counter they have a good sense of humour and deliver on time.",2016-02-23 21:11:11
11,HMiP91gIQO9AAEV697wQeQ,I596-1Lp1NQOWxTkrHnGSA,u8CFMZ9rCMDvKGDyqt6MEQ,1,1,1,0,"I'd love to support a local business but wow, what a mess here! Don't expect quality, tasty food, or for your order to be right. Don't expect it to be fast, and definitely expect to be charged extra per entree for your carry-out order. Portion sizes are pathetic. 

We will avoid cuco's waunakee location. Don't recommend at all.",2016-09-19 02:39:48
12,X3icj1i8xqSbL_bC-s8jaw,afcXAMeKPk4R_lRic66dlg,q3GBUyJgSg9Bf8sVaO8WfQ,5,0,0,0,"Awesome selection and service! Their prices may seem a bit high but their quality is much higher ( I compared plants side by side from Rountree and Lowe's. Rountree was about 25% higher but their plant was about 50% fuller and much healthier looking.) I had to replace part of a row of bushes that died, but didn't know they exact species and I wanted to match. I brought Rountree a sprig and they were able to identify the exact type and species (yaupon holly dwarf- Schiller). By contrast, I asked the Lowes people for help and they just directed me to browse in the ""shrubs"" section. Rountree folks helped me load my car, too. I love this place!",2017-04-30 13:08:30
13,FnUV1yf5z8hJdgKrMPYj_g,Jv1N4dr8Auo5PtssZZF5jA,e1RcTvtihmYdf8At7hLgRw,1,0,0,0,"Sad and depressing. Well, Ohio you had an election and you voted for this, so it's not Dan Gilbert's fault. The only reason to go is for the morbid curiosity factor. I kept walking around thinking, this was the set for ""The Christmas Story"" and now its a shiny piece of garbage.",2017-02-19 14:03:57
14,w9z7vuP6uVET_efd_XrQQg,0vBdXD8TqrgxQe5ZewtOrQ,muiwDiNm9A5GitA8Gao9Fg,5,0,0,0,So far I've met with Vanessa (owner) and Erin.  Both have given me great direction.  Erin takes the time to make sure that positionally I'm doing the exercise correctly to get the full effect.,2017-07-29 14:03:37
15,-9B8sKTy1F3vh3012z4GPQ,0ljsnomTAg0PpFUPpGm38Q,HmsCerK_rub0Ulo0aC0f9A,5,0,0,0,"I love this place and definitely will be back! We went on a friday night, and service was very good. No wait for a party of 4. We chose ayce and ordered away. They allowed us to order as much as we wanted on the first turn. Most places only allow 2 at a time. They have plenty of selections to choose from! The dessert selection was more on the small side, but the dinner selection compensated for it. We were celebrating a birthday and the chef came out with a special custom birthday plate of fresh cut oranges. He definitely went above and beyond. I will definitely be back!",2018-01-21 21:59:23
16,hthL007VGNTFEXUoKvR-3w,nf8Rlp7Df96kWgDAA6YyCw,ajWAVO3L3bFTpk3SVo9JcQ,5,0,0,0,Stopped at the gun garage while we were staying in Vegas and oh my god was it the best decision we made all weekend!! Everyone especially had a great time shooting the .50 cal!! That thing is insane and you could feel it in your chest every time they shot it! Got a pretty decent deal on a package for 3 people. 3 guns including the .50 cal for each person was around $300. Sounds expensive but it's not considering what you get to do. Wait times are a bit long but the staff was awesome offering water and stuff while we waited. Paul was the one who helped us out and let me tell you he's a sweetheart!! He made sure everyone felt extremely comfortable and was very helpful!! Can't wait to go back and bring more friends!!,2016-03-07 16:14:11
17,ks4uorvWfAcneHqzWJ79ng,kWefgjpamb3gSBpE1oJenw,11bhfBbcFypczdz3N_w6iw,2,1,0,1,Food was OK I had street tacos in the lot any seasoning I had a hard time telling between the Carnitas in the   Asada tacos. I think the most disappointing was the wait 20 minutes for for tacos and very unfriendly service.,2017-06-28 03:15:21
18,09G3H1zJMWGIcFIk0p7FfA,nMpqqhG4tfnz5sc7VV24XA,TlCEWYAfcOudP7j6zupYeQ,1,2,0,1,I love ulta and everything makeup but this place stresses me out it's always messy and I've never dealt with a rude worker however today was different and this one older woman kept badgering me to try this new product I told her I was on a budget and just looking for my mother's gifts and I know what she's likes so thanks but no thanks and she gave me attitude about telling her no I kept explaining why I didn't need to try anything and she just seemed super irritated with me. Anyways I will not be coming back this ulta. That was the most uncomfortable I've ever been at an ulta before.,2017-05-13 20:50:34
19,Bm-wuEnGFKhYlHS0yxundw,eFGG5OzpnhriKFLKDMm4uw,u-wMJnxyIW4JWUua-0jfug,5,0,0,0,"My first time purchasing from the dispensary with my medical card and wow! What impeccable, friendly, informative, and fast service! In and out in less than 20 minutes, that includes consultation on different types of products that could be beneficial to my own personal need, and recommendations about things I didn't even know existed LOL back in my day we just used to smoke it.",2017-09-21 19:48:20
20,V8n7COnDlU_8tQWHoTKMIg,uujmnGFQajCBfSR9Q7rpxQ,6nbPXEjmBnDtsgM_YNwGjw,5,1,0,1,"Island flavor is by far best hawaiian local place to eat at here in the 702! Always taking home food, portions are huge! Worth the $$$. Kalbi, Furikaki Chicken, Hamburger Steak, & Furikaki Poke is all winners! Everything is just amazing there!",2016-06-23 05:13:12
21,AySC-ssxarjyYOhuQdPJqQ,rNveizTqywWokoUVarb0Eg,q3YnYPjLuBGRDi_59yTC5g,5,0,0,0,Came here the other night. I was a little skeptical since it wasn't busy. We ordered the chicken pho and the rare steak beef pho. Generous portions and man was it good. Probably the best beef pho I've ever had. Service was average but I really didn't mind since the food was so good. I will definitely be going back.,2015-10-08 22:16:16
22,vPmSXmwAgXNqlRS8eZmaLw,rdFPJiSJnNaR8XjDJYynSg,QfWFxmXqRGixztgaZN0gOA,5,1,0,0,"Day 5 visiting WI, we stop in Madison and are trying to find a cute breakfast house in the area that's open on Memorial Day, and we weren't disappointed. 
The atmosphere was soooo adorable, nice and cozy, I would totally love to sit here all day and read or do homework. The baked pastries were mouthwatering and they had so many choices for drinks. 
My mom ordered the dirty hot chocolate, and the breakfast sandwich and I ordered a very basic French vanilla latte and the avocado toast, and we got the bourbon sticky bun to share, because honestly, it looked amazing and we couldn't pass it up. 
The sticky bun was really nice, but a bit dry. The bourbon glaze really helped it out, but I'm sure they're fantastic if they were straight out of the oven.
The Dirty got chocolate was really great, not super sweet, and just enough chocolate to not come across so strong. I personally don't like super sweet hot chocolate, and this was perfect. My latte was great, FV is really my go to and I wasn't at all let down. The toast was an amazing 9 grain toast with thick crust, and the added bacon on top really made it. The ceramic mugs were so adorable I couldn't resist buying one to bring home as a souvenir from WI.",2018-05-29 15:49:52
23,sQCc8tW6UXNNvD7HUtWdGw,Si3aMsOVGSVlsc54iuiPwA,oYfzCy8kUkALFa28og_OsQ,4,0,0,0,"I always walk up. There is something cool about walking up to the window and ordering. This is a good people watching spot, being right on the corner. It can get hot sitting outside, even with the misting system on.",2010-08-23 06:48:04
24,8MQjssxFrjZDaYPtka0BKg,FjFuXd9bkhPyeJTG_FB_QQ,zzSYBWuv_fXGtSgsO-6_1g,2,0,0,0,"I know this is a small family owned business, so I was reluctant to provide this low of a review. However, I have been there several times, and one server in particular is extremely rude. He is a short dude with plastic rimmed glasses and spiked up hair. I don't know his name, but here are some examples of what he has said or done:
1) Starts taking away your food and wiping your table without asking you if you're done and there is visibly still food on the plate in an attempt to get you to pay your bill. Mind you, I am one of those ideal diners who is considerate when others are waiting and will eat my meal reasonably fast.  I know they are trying to get people in and out.
2) Throws sometimes subtle, sometimes not so subtle attitude at you.
3) Disciplined my brother (who has special needs) for occasionally kicking the bottom of the bench.

Food is decent, but because of this one server, I will not be visiting this restaurant again.  I pay good money to have a decent dining experience, not to have some stranger throw attitude at me and my family.   I hope the owners read this review and take into consideration that your employee needs some lessons on how to interact with other human beings.",2016-12-04 22:00:02
25,RGheEexGyWiL-FaOijNM8w,nW0lT-DZENswfddZ6rOvCw,0qSKZhVC_BHPuKro4QGWJw,3,0,0,0,"Great food and friendly staff however they were clearly under staffed and the timeliness and service suffered greatly. At one point 2 of our party guests made the comment that ""they must have forgotten about us."" Our waiters hastily took our order and seldom asked us for additional drink orders. When they did the drinks took forever as did our food. Food was excellent. Would have given it a 5 if it wasn't for the lack and timeliness of service which is to be expected at this price point.",2015-02-25 05:55:54
26,t37zoeAFfLVrXKdFVDhPqw,6fVW123ccG63eQL0uuwTzQ,vgeE79Nl3oSJl7NApP-g6A,5,0,0,0,"Whenever I'm in the area I MUST drop in for a red bean fish cake. For $1.25 how can I say no. Always tastes great and I'm never disappointed leaving here. It's always fresh, crispy and hot. The red bean filling is perfect not to sweet just the way I like it. The lady making it is super nice and welcoming as well. I've tried the fish cakes at the other Galleria at Yorkmills and Don mills and it's not as good.",2016-06-12 01:57:12
27,pIco5hC3tth5Kz-n5dwOVw,hREAjNYM7ylaENKBikCbEg,62HlThvB9Rm2QFu_OdXe7w,3,1,0,0,"I have been wanting to come here ever since it opened and finally my aunt and uncle were willing to try it also.

We came here on a Saturday night around 6:15 (place was half full of people, but keep in mind that this place is TEENY)

Our waiter immediately informs us that we have 15 minutes before happy hour is over so we were happy that he told us so we got a chance to save couple bucks on drinks and spring rolls.

We got a pork, soft shell crab, and some other spring rolls (came in pairs of 2, but humongous so there was enough to share)...we all thought they were delicious so we were getting excited for dinner!

We decided to get the salmon, filet, and chicken entrees, however my salmon was extremely overcooked, the filet was decent, but the chicken came out 10 minutes after my uncle and I got our meals and her chicken was so overcooked that we needed to wash it down with water to get it down our throats. I would say that should not be part of a dining experience. The salmon and chicken did have wonderful flavor, but it was just overcooked sadly. We did inform the waiter and he thanked us. A free dessert would have been exciting, but overall, I was definitely a bit disappointed that I got my hopes up for an out of this world dining experience...I do hope that it was just an OFF night and they do well, because clearly we missed out on other reviewers' amazing experiences.",2012-08-15 06:16:04
28,g2D90VMk8K-TwraWnjtKjw,I-u2j9jEsOr85xFr0f6Fdw,fRu_POqPowUo6nHSRMjOPw,5,0,0,0,"Awesome meal last week on a night when the menu was being changed and tested. The chef even accommodated a change for me.  Service was good, food tasty with a wonderful after taste and cocktails smooth. Ambiance in the rear made the evening, the high ceilings and mellow music topped it off.  I recommend highly the themed toronto dishes. Michael",2012-11-08 03:58:26
29,YOA1oMZmR4PRhBgc3WVFVQ,5wPQ_ECE3OrGHF5mD2Gm4Q,rCijkoXaqx3DwL-Qp_Vy7A,5,0,0,0,"Love this place! No one has better pancakes. Good service, yummy food, and clean place. Also loved the huge drink to go when we were leaving!",2014-04-20 04:14:23
30,8h5fEHCTtOFur5MAr3lLvQ,pm9tOFodD5mZ3Z8LLDx7_g,eYJcI9cI6-kJ2NQpYdHcLw,5,1,0,0,Superfun time! Great ambiance and our server Michael was so accommodating for our vegan food preferences.,2016-03-09 02:54:46
31,v1Mo4gAO3AwfNB5CDBJ4zA,eXdGPNNav8k97zmW0o6aaw,T0NKethAB-FFR05EeZCzuA,2,0,0,0,"Friday January 5 at around 1p I went inside the restaurant to order the crispy chicken sandwich meal. What I got was a longer than expected wait, employees who weren't knowledgeable of their own menu and excuses. The woman in front of me ordered the Rodeo chicken sandwich, but was given a fish sandwich, she told Michelle, the cashier who took her order, Michelle tried to relay that to the cook who responded with he doesn't know how to make that. I watched as Michelle took the fish sandwich from the customer and place it back on the warmer to be served again (EW!) once the cook came out and talked to the customer directly he was able to understand exactly what the woman wanted (Michelle kept saying 'rodeo' in a way that made it hard to understand)
I had to wait about 10 minutes to order while being told that they are short staffed and that I would get waited on when she gets to me.
My order took about another 10 minutes to get. Food was about warm. 
Definitely wont be returning after watching food get handled by a patron and then placed back to be served again instead of thrown away. I get you pay for what you get but geez!",2018-01-10 18:11:07
32,OejoBTVZJK-LuBvT7WbomQ,Z5-gV_gws-JHOvFFfHxhuw,LHXisknIbUy_XtdEQc7x9w,1,1,0,0,"rental was cheap, but waiting for it! 45 minutes so far, friday night, getting to vegas, 3 clerks averaging more than 15 minutes each to check in customers. one took a break for a while... and as i stand here, it has now been 50 minutes, the other 2 working the counter had to take a break after checking in 2 customers....",2014-11-15 07:44:53
33,LCitUrsdSzRNv8Y3UJ9sBg,D3CI5RN49IO6eWN2uL1lHQ,XCBNv5Xi-wnJ7-b7yLP4oQ,5,0,0,0,Jill Wurst was extremely helpful with our recent home purchase. We were moving from the other side of the country and were unfamiliar with the area. Jill is very knowledgeable about the area and was able to guide  us to a neighborhood that is a good fit for us. She was always prompt in answering any questions or concerns that inevitably came up and went above and beyond to be available and helpful while we were still living far away. I would definitely recommend her to other buyers.,2017-07-19 14:47:55
34,A3nptJsjS3qv3VJhkmaePg,C690KeIEqm1K0U97MHVMWQ,MNaPOkqm2vKeNG8EqkZWCg,5,0,0,0,"Yes, great Italian food, not the cheapy basics like Olive Garden or Bucca Di Beppo.

Original and savory! Lot's of meat and seafood sauces. The lasagna is bomb,

Great coffee and desert as well (cannoli).

Very inexpensive too!

A wonderful mom and pop.",2016-03-07 16:44:45
35,pYAJklWcaKBjOuc7j1C53w,fMdgChfFv_fI_HRxif7T_w,N8jmyJCk-LjO9o1K9UjxNA,4,4,2,2,"Thanksbeto BlogTO, I have found yet *another* stupendously delicious spot in which to gorge on brunch. 

The Harlem Underground is housed in the space occupied by the formerly named Irie. Despite having passed Irie about a billion times, it just never looked very inviting, so when I saw that they mixed things up a bit, I thought I'd give it a try. A new interior and a new menu has apparently done wonders for Harlem Underground. 

My interest was piqued when I saw that they served ""soul food"", which I also consider ""southern food"". Being from the American South, I miss what I consider ""home"" or ""comfort"" foods, which would include pretty much everything on the Harlem Underground menu. Their brunch includes such southern delights as Sweet Potato Waffles, Crawfish Etouffee, Frog Legs, and pecan-covered French Toast. I chose the Harlem Benny, which, despite its name, isn't your traditional eggs benedict. Rather, instead of english muffins, HU serves the perfectly cooked poached eggs over a thin sweet potato pancake that's covered with sausage and grits (!). A cheesy hollaindaise is served on the side for dipping or pouring. Also served on the plate was the most delicious side salad EVAR -- baby greens, pear, red and yellow peppers, and pomegranate seeds!

As per usual, I ordered a half order of the French Toast and asked them to surprise me with which one. They were more than accommodating and immediately said ""sure, we can do that -- is $2 fair?"".  

Overal;, the food was fabulous -- very well flavoured, temperature-appropriate, and plentiful. I had a latte with brunch and it was also very good. 

Service was exceptional -- friendly, attentive, and not overly ""in your face"". 

I took a glance at the dinner menu and it looked equally appealing. I will definitely go back to the Harlem Underground -- I just hope it's as good the second time around!

Note: there are two locations -- one on Richmond East and this one on Queen West.",2010-01-11 01:00:22
36,VYl7f_-QRw5YKx_quHjskg,zgkL5o9Crf0AtHLCrkpkGA,tCdku8Xrba2xTlN1_TIBWA,5,0,0,0,"Always the best breakfast anywhere for a good American breakfast! Service always great, and very friendly!  Love this place!",2018-07-08 16:23:00
37,LonvVTan-Mz3AM340IzQew,owc3KFagSCE38eWTQ4CaRQ,q0n4I-zqiI47xispOqc1lA,5,1,1,1,"HIGHLY RECOMMENDED this place ! If you want to have amazing and delicious breakfast YOU MUST visit this caffe ! Atmosphere and design is really cool ! 
Gonna come back for sure !  Service is great ! Thank you !",2017-06-28 21:41:14
38,bzH4mpfvHU-hfPUPSMf4VQ,gAVoc6xlHyXrSlTYtpFIjw,0FUtlsQrJI7LhqDPxLumEw,4,0,0,0,"They have a large menu and a great selection of gluten free options. The portion sizes are large. We will be back for sure. Great place!

The only downer was the flys buzzing around. We sat inside and they were annoying.",2014-10-28 06:38:23
39,iP3eIpXT6B2FN8SKcn8_-g,nUaJUxRVOa31HgdOZv2bRw,VuCrxI61nT30OndMcrPgkA,3,2,1,0,"This is a super hipster joint. They nonchalantly ignore you so you beg for service! lol At least that is my experience but here is the deal. I did not know that it was counter only service. I DID know that they are dog friendly which being a big animal lover with 4 dogs that lives in the neighborhood is a big deal for me. I will throw my hard earned bucks to local establishments like this! I decided to go in today with one of my dogs and tried to get service which at first it was ok. I got a younger gentleman in which I was able to get his attention, then an older guy (Bryan) that I have seen my one other visit there before took over the bar area. Since I know I cannot walk in with my dog I tried to get his attention. Bryan saw me but obviously decided best to not ask me if I need any help or anything at all and talk to some folks (probably regulars) at the bar area and JUST IGNORE ME. I went back to my table upset and disappointed. I wanted to stay and have another drink and even order food but I decided against it. I expressed my feelings to him on the service. I told him it was an opportunity lost on their end. They had my card on hold as I was planning on staying longer and I asked for it back. He did comp me and I was appreciative of the fact- just wish it did not have to come to that. 

I will give them another try...just hope the owner reads this and knows customer service is EVERYTHING.",2016-04-12 02:12:00
40,Tux5lPzBuDbHijFI_hGDTQ,CAqFymF_S7lq3pI-Tcg8ig,0boIkJLbBObd_ow6gQ8WNQ,4,0,0,0,I'm a huge fan of mariscos (Mexican sea food) and had heard of this place so decided to give it a try. It's a very small restaurant. There's probably a total of 8 tables. But the establishment was very clean. I had a michelada which was very good! One of the best I've had. And for appetizer I had their seafood guacamole which was AMAZING! For my plate I had their lomita ceviche which was spicy! But I love spicy so it was perfect for me! I will take one star off due to the server not being 5 star. We had to keep waiving her down anytime we needed anything. Over all I loved it and will be returning.,2018-04-17 00:33:38
41,mCgqoWiTLGpWh4eeq--7tw,FQo8HxOxlhMgDQod9NwfHQ,XXqDY5ji8k29I-kKzLm8yA,3,0,0,0,decent coffee.  large cookies. busy study environment.  hip.,2012-06-26 16:04:11
42,XaSndoBHsaDZehEvpzmyDA,edeM8RsxNukZ8ml5Qd0Krg,xfzDtGxx6B4a27RAyah69w,5,0,0,0,When me and my wife feel the need for some sushi this is the place we go to. The service is real good and the food is great. If you ever go try the pop corn lobster roll.,2014-02-24 16:01:26
43,gVpQ8FiR0ozuJXcfUVJhOA,MTmLfQk8wb7hrrGzLfDOow,ZG8PZgaMKhdJUpNxkc9Diw,5,0,0,0,"Very great place they have great cocktails, and the chickens skins was super crispy and delicious. I like that place",2017-10-13 21:03:57
44,iAE6FUiIVuG_bc6kgWtyRg,QZHhM0vsV_qXoxuTXzaD1g,aOjGZMoekjWcarvDwDx5Sg,5,0,0,0,"Amazing dragons breath! 
I was undecided about what drink I want d, she offered me samples but nothing hit the spot. She showed me more options and mentioned Dragons breath. I have been wanting to try this for months and here it was right in front of me. Thanks madness cup! Will be coming back for me.",2018-05-29 22:43:25
45,s9JrzJk_uiIdJ4aay5LWdA,c8kNzhsoB2_YEn4gMWNyFw,CprEYRp6j-I01JHYJpmKrA,1,0,0,0,"The only reason they get one star is the nice lady at the counter.  If wasn't for her, they would get none at all.  I was a customer of Prime Cable for years.  Cox was GREAT when Steve Schorr was with them.  They used to care about customer service.  Now they have taken The Comcast route, and just want to stick it to people whenever they can. I have had several addresses, and NEVER been charged an installation fee.  $60!  And these people think I am going to trust them again when they didn't tell me in the first place.  So much for being a loyal customer.  I had a contract for 1 year in Tucson with Cox.  They said they would transfer my service to Las Vegas.  I am now paying about $20 per month, and Cox charged me $60!  What a joke!  I almost ""bundled"" my services with them.  Forget TV!  Forget Cox!  A loyal 30 year customer means nothing to them.  No wonder so many companies are going out of business.  It's either a bad boss, bad customer service, or a combination of both.",2014-08-26 16:13:06
46,RTWpu4lsJR8E4S43Uk_3tA,4L1YQKyAEzRXyF8UDCSplA,0T3jkP5ksGf7NNUkOWcRfA,5,0,1,0,"I'm a mama of 4, and pretty sure footed when it comes to nursing but I still manage to come up with questions and weird scenarios it seems with every pregnancy! Amey is always there to answer my questions, offer advice and encouragement. And she's always super available which is amazing, since these questions don't always happen during business hours. I recommend Amey to every nursing friend I have!",2014-10-29 05:13:30
47,stSag-OgggI_GGwJgqgkzQ,oNQ6nMMyKp4aCgVTDsouvg,ri8oXRCZSTswLuGjN4pqBg,5,0,0,0,"First, let me start off by saying...I DO NOT eat/buy collard greens from anywhere besides family, but today I decided to take a leap of faith and added this to my side order. Did not disappoint! The chicken breast is nothing short of juicy. They're consistent with tasty foods and awesome service! Much success!! 

One Happy Client.",2017-11-19 20:27:03
48,2dZfAI9achk8JEQfZ_73Xg,ro8FBO3FGxR41tqrChvYVw,4vkOZ0kW4Hor43XqqNc0Og,1,0,0,0,The worst and most disgusting food ever. The crispy noodles were smothered with extremely sweet yuck sauce. Pad Thai tasted like card Baird. And they are expensive. This I wouldn't eat if someone paid me to eat. Save your money and your taste buds. Stay away!,2018-02-25 03:50:00
49,iH_jjSGjlQMCqa1iM3MjmQ,NE49WZDTmeMbQPqcuF0zxg,iUavFbiZ44RZQj1r8eZ-QA,4,0,0,0,"They were professional and on up and up.  Although I had a deposit on car but got another one near my city and traded in my older car, got feeling Jason was upfront and professional. Since I wasn't able to finish transaction I couldn't assess How they handled everything to the end. Would consider them again",2017-09-01 03:13:53
